book	chapter	verse	anchor	references
Gen	5	3	in his own likeness, after his own image	Job 14:4|Job 15:14-16|Job 25:4|Ps 14:2-3|Ps 51:5|Luke 1:35|John 3:6|Rom 5:12|1 Cor 15:39|Eph 2:3
Gen	5	3	he named him Seth	Gen 4:25
Gen	5	4	And after he had become the father of Seth, Adam	1 Chr 1:1-3|Luke 3:36-38
Gen	5	4	had other sons and daughters	Gen 5:7,10,13,19,22,26,30|Gen 1:28|Gen 9:1,7|Gen 11:12|Ps 127:3|Ps 144:12
Gen	5	5	Adam lived a total of 930 years	Gen 5:8,11,14,17-32|Deut 30:20|Ps 90:10
Gen	5	5	he died	Gen 5:8,11,14-32|Gen 3:19|2 Sam 14:14|Job 30:23|Ps 49:7-10|Ps 89:48|Eccl 9:5,8|Eccl 12:5,7|Ezek 18:4|Rom 5:12-14|1 Cor 15:21-22|Heb 9:27
Gen	5	6	he became the father of Enosh	Gen 4:26
Gen	5	9	Kenan	1 Chr 1:2|Luke 3:37
Gen	5	12	Mahalalel	Luke 3:37
Gen	5	15	Jared	1 Chr 1:2
Gen	5	18	Enoch	Gen 4:17|1 Chr 1:3
Gen	5	18	Enoch	Luke 3:37|Jude 1:14-15
Gen	5	21	Methuselah	Luke 3:37
Gen	5	22	Enoch walked with God 300 years and had other sons and daughters	Gen 6:9|Gen 17:1|Gen 24:40|Gen 48:15|Exod 16:4|Lev 26:12|Deut 5:33|Deut 13:4|Deut 28:9|1 Kgs 2:4|2 Kgs 20:3|Ps 16:8|Ps 26:11|Ps 56:13|Ps 86:11|Ps 116:9|Ps 128:1|Song 1:4|Hos 14:9|Amos 3:3|Mic 4:5|Mic 6:8|Mal 2:6|Luke 1:6|Acts 9:31|Rom 8:1|1 Cor 7:17|2 Cor 6:16|Eph 5:15|Col 1:10|Col 4:5|1 Thess 2:12|1 Thess 4:1|Heb 11:5-6|1 John 1:7
Gen	5	24	he was no more	Gen 37:30|Gen 42:36|Jer 31:15|Matt 2:18
Gen	5	24	because God had taken him away	2 Kgs 2:11|Luke 23:43|Heb 11:5-6|1 John 1:7
Gen	5	25	When Methuselah was 187 years old, he became the father of Lamech	Gen 4:18
Gen	5	29	he named him Noah	Gen 6:8-9|Gen 7:23|Gen 9:24|Isa 54:9|Ezek 14:14,20|Matt 24:37|Luke 3:36|Luke 17:26-27|Heb 11:7|1 Pet 3:20|2 Pet 2:5
Gen	5	29	the ground that the LORD has cursed	Gen 3:17-19|Gen 4:11-12
Gen	5	32		Gen 6:10|Gen 7:13|Gen 9:18-19,22-27|Gen 10:1,21,32|1 Chr 1:4-28|Luke 3:36
Gen	6	1	multiply	Gen 1:28
Gen	6	2	the sons of God	Gen 4:26|Exod 4:22-23|Deut 14:1|Ps 82:6-7|Isa 63:16|Mal 2:11|John 8:41|John 8:42|Rom 9:7-8|2 Cor 6:18
Gen	6	2	saw	2 Pet 2:14
Gen	6	2	were beautiful	Gen 3:6|Gen 39:6-7|2 Sam 11:2|Job 31:1|1 John 2:16
Gen	6	2	and they took as wives	Gen 24:3|Gen 27:46|Exod 34:16|Deut 7:3-4|Josh 23:12-13|Ezra 9:1-2,12|Neh 13:24-27|Mal 2:15|1 Cor 7:39|2 Cor 6:14-16
Gen	6	3	My Spirit	Num 11:17|Neh 9:30|Isa 5:4|Isa 63:10|Jer 11:7,11|Acts 7:51|Gal 5:16-17|1 Thess 5:19|1 Pet 3:18-20|Jude 1:14-15
Gen	6	3	is mortal	Ps 78:39|John 3:6|Rom 8:1-13|Gal 5:16-24|1 Pet 3:20
Gen	6	4	Nephilim	Num 13:33|Deut 2:20-21|Deut 3:11|1 Sam 17:4|2 Sam 21:15-22
Gen	6	4	men of renown	Gen 11:4|Num 16:2
Gen	6	5	the LORD saw	Gen 13:13|Gen 18:20-21|Ps 14:1-4|Ps 53:2|Rom 1:28-31|Rom 3:9-19
Gen	6	5	every inclination	Gen 8:21|Deut 29:19|Job 15:16|Prov 6:18|Eccl 7:29|Eccl 9:3|Jer 17:9|Ezek 8:9,12|Matt 15:19|Mark 7:21-23|Eph 2:1-3|Titus 3:3
Gen	6	5	thoughts	Jer 4:14
Gen	6	6	regretted	Exod 32:14|Num 23:19|Deut 32:36|1 Sam 15:11,29|2 Sam 24:16|1 Chr 21:15|Ps 106:45|Ps 110:4|Jer 18:8-10|Jer 26:19|Hos 11:8|Jonah 3:10|Mal 3:6|Rom 11:29|Heb 6:17-18|Jas 1:17
Gen	6	6	was grieved	Deut 5:29|Deut 32:29|Ps 78:40|Ps 81:13|Ps 95:10|Ps 119:158|Isa 48:18|Isa 63:10|Ezek 33:11|Luke 19:41-42|Eph 4:30|Heb 3:10,17
Gen	6	7	I will blot out	Ps 24:1-2|Ps 37:20|Prov 10:27|Prov 16:4
Gen	6	7	every man and beast	Jer 4:22-27|Jer 12:3-4|Hos 4:3|Zeph 1:3|Rom 3:20-22
Gen	6	8	Noah, however, found favor in the eyes of the LORD.	Gen 19:19|Exod 33:12-17|Ps 84:11|Ps 145:20|Prov 3:4|Prov 8:35|Prov 12:2|Jer 31:2|Luke 1:30|Acts 7:46|Rom 4:4|Rom 11:6|1 Cor 15:10|Gal 1:15|2 Tim 1:18|Titus 2:11|Titus 3:7|Heb 4:16|2 Pet 2:5
Gen	6	9	This is the account	Gen 2:4|Gen 5:1|Gen 10:1
Gen	6	9	righteous	Gen 7:1|Job 12:4|Prov 4:18|Eccl 7:20|Ezek 14:14,20|Hab 2:4|Luke 2:25|Luke 23:50|Acts 10:22|Rom 1:17|Gal 3:11|Heb 11:7|2 Pet 2:5
Gen	6	9	blameless	2 Chr 15:17|2 Chr 25:2|Job 1:1,8|Ps 37:37|Luke 1:6|Phil 3:9-15
Gen	6	9	Noah walked with God	Gen 5:22,24|Gen 17:1|Gen 48:15|1 Kgs 3:6|Luke 1:6|1 Pet 2:5
Gen	6	10	Shem	Gen 5:32
Gen	6	11	in the sight of God	Gen 7:1|Gen 10:9|Gen 13:13|2 Chr 34:27|Luke 1:6|Rom 2:13|Rom 3:19
Gen	6	11	full of violence	Ps 11:5|Ps 55:9|Ps 140:11|Isa 60:18|Jer 6:7|Ezek 8:17|Ezek 28:16|Hos 4:1-2|Hab 1:2|Hab 2:8,17
Gen	6	12	God looked upon the earth	Gen 6:8|Gen 18:21|Job 33:27|Ps 14:2|Ps 33:13-14|Ps 53:2-3|Prov 15:3
Gen	6	12	all living creatures	Gen 6:4-5|Gen 7:1,21|Gen 9:12,16-17|Job 22:15-17|Luke 3:6|1 Pet 3:19-20|2 Pet 2:5
Gen	6	13	The end	Jer 51:13|Ezek 7:2-6|Amos 8:2|1 Pet 4:7
Gen	6	13	full of violence	Gen 6:4,11-12|Gen 49:5|Hos 4:1-2
Gen	6	13	I will destroy	Gen 7:23
Gen	6	13	the earth	Jer 4:23-28|Heb 11:7|2 Pet 3:6-7,10-12
Gen	6	14	Make	Matt 24:38|Luke 17:27|1 Pet 3:20
Gen	6	14	coat it with pitch	Exod 2:3
Gen	6	15	cubits	Gen 7:20|Deut 3:11
Gen	6	16	roof	Gen 8:6|2 Sam 6:16|2 Kgs 9:30
Gen	6	16	door	Gen 7:16|Luke 13:25
Gen	6	16	build lower, middle, and upper decks	Ezek 41:16|Ezek 42:3
Gen	6	17	behold	Gen 6:13|Gen 7:4,21-23|Gen 9:9|Exod 14:17|Lev 26:28|Deut 32:39|Ps 29:10|Isa 51:12|Ezek 5:8|Ezek 6:3|Ezek 34:11,20|Hos 5:14|2 Pet 2:5
Gen	6	17	bring floodwaters	Gen 7:4,17,21-23|Job 22:16|Ps 29:10|Ps 93:3-4|Ps 107:34|Isa 54:9|Amos 9:6|Matt 24:39|Luke 17:27|Heb 11:7|1 Pet 3:20
Gen	6	17	has the breath of life	Gen 2:7|Gen 7:15
Gen	6	17	perish	Gen 6:7|Ps 107:34|Rom 5:12-14,21|Rom 6:23|Rom 8:20-22
Gen	6	18	establish My covenant	Gen 9:9,11|Gen 17:4,7,21
Gen	6	18	enter the ark	Gen 7:1,7,13|Isa 26:20|Heb 11:7|1 Pet 3:20|2 Pet 2:5
Gen	6	19	two	Gen 7:2-3,8-9,15-16|Gen 8:17|Ps 36:6
Gen	6	20	bird	Gen 1:20-24|Acts 10:11-12
Gen	6	20	Two	Gen 1:28|Gen 2:19|Gen 7:8-16|John 5:40
Gen	6	21	You are also to take for yourself every kind of food that is eaten and gather it as food for yourselves and for the animals.”	Gen 1:29-30|Job 38:41|Job 40:20|Ps 35:6|Ps 104:27-28|Ps 136:25|Ps 145:16|Ps 147:9|Matt 6:26
Gen	6	22	So Noah did everything precisely as God had commanded him.	Gen 7:5,9,16|Gen 17:23|Exod 40:16,19,21,23,25,27,32|Deut 12:32|Matt 7:24-27|John 2:5|John 15:14|Heb 11:7-8|1 John 5:3-4
Gen	7	1	Go	Gen 7:7,13|Job 5:19-24|Ps 91:1-10|Prov 14:26|Prov 18:10|Isa 26:20-21|Ezek 9:4-6|Zeph 2:3|Matt 24:37-39|Luke 17:26|Acts 2:39|Heb 11:7|1 Pet 3:20|2 Pet 2:5
Gen	7	1	you	Gen 6:9|Ps 33:18-19|Prov 10:6-7,9|Prov 11:4-8|Isa 3:10-11|Phil 2:15-16|2 Pet 2:5-9
Gen	7	2	every kind of clean	Gen 7:8|Gen 6:19-21|Gen 8:20|Lev 11:1-47|Deut 14:1-21|Acts 10:11-15
Gen	7	2	unclean	Lev 10:10|Ezek 44:23
Gen	7	4	For	Gen 7:10|Gen 2:5|Gen 6:3|Gen 8:10,12|Gen 29:27-28|Job 28:25|Job 36:27-32|Job 37:11-12|Amos 4:7
Gen	7	4	forty days	Gen 7:12,17
Gen	7	4	every living thing	Gen 7:21-23|Gen 6:17
Gen	7	4	wipe	Gen 7:21,23|Gen 6:7,13,17|Exod 32:32-33|Job 22:16|Ps 69:28|Rev 3:5
Gen	7	5	all that	Gen 6:22|Exod 39:32,42-43|Exod 40:16|Ps 119:6|Matt 3:15|Luke 8:21|John 2:5|John 8:28-29|John 13:17|Phil 2:8|Heb 5:8
Gen	7	6	Noah was 600 years old when the floodwaters came upon the earth.	Gen 5:32|Gen 8:13
Gen	7	7	Noah and his wife, with his sons and their wives, entered the ark to escape the waters of the flood.	Gen 7:1,13-15|Gen 6:18|Prov 22:3|Matt 24:38|Luke 17:27|Heb 6:18|Heb 11:7|1 Pet 3:20|2 Pet 2:5
Gen	7	9	came to Noah to enter the ark, two by two, male and female, as God had commanded Noah.	Gen 7:16|Gen 2:19|Isa 11:6-9|Isa 65:25|Jer 8:7|Acts 10:11-12|Gal 3:28|Col 3:11
Gen	7	10	floodwaters	Gen 7:4,17-20|Gen 6:17|Job 22:16|Matt 24:38-39|Luke 17:27
Gen	7	11	all	Gen 1:7|Gen 6:17|Gen 8:2|Job 28:4|Job 38:8-11|Ps 33:7|Ps 74:15|Prov 8:28-29|Isa 24:19|Jer 5:22|Jer 51:16|Ezek 26:19|Amos 9:5-6|Matt 24:38|1 Thess 5:3
Gen	7	11	floodgates	Gen 1:7|Gen 8:2|2 Kgs 7:2,19|Ps 78:23-24|Mal 3:10
Gen	7	12	forty	Gen 7:4,17|Exod 24:18|Deut 9:9,18|Deut 10:10|1 Kgs 19:8|Matt 4:2
Gen	7	13	day	Gen 7:1,7-9|Gen 6:18|Heb 11:7|1 Pet 3:20|2 Pet 2:5
Gen	7	13	Shem	Gen 5:32|Gen 6:10|Gen 9:18-19|Gen 10:1-2,6,21|1 Chr 1:4-28
Gen	7	14	they	Gen 7:2-3,8-9
Gen	7	15	They came to Noah to enter the ark, two by two of every creature with the breath of life.	Gen 6:20|Isa 11:6
Gen	7	16	as	Gen 7:2-3
Gen	7	16	the LORD shut him in	2 Kgs 4:4-5|Deut 33:27|Ps 46:2|Ps 91:1-10|Prov 3:23|Matt 25:10|Luke 13:25|John 10:27-30|1 Pet 1:5
Gen	7	17	For forty days the flood kept coming on the earth, and the waters rose and lifted the ark high above the earth.	Gen 7:4,12
Gen	7	18	waters continued to surge	Exod 14:28|Job 22:16|Ps 69:15
Gen	7	18	ark	Ps 104:26
Gen	7	19	all the high mountains	Job 12:15|Ps 46:2-3|Ps 104:6-9|Jer 3:23|2 Pet 3:6
Gen	7	20	mountaintops	Ps 104:6|Jer 3:23
Gen	7	21	every living thing that moved upon the earth perished—birds, livestock, animals, every creature that swarms upon the earth, and all mankind.	Gen 7:4|Gen 6:6-7,13,17|Job 22:15-17|Isa 24:6,19|Jer 4:22-27|Jer 12:3-4|Hos 4:3|Joel 1:17-20|Joel 2:3|Zeph 1:3|Matt 24:39|Luke 17:27|Rom 8:20,22|2 Pet 2:5
Gen	7	22	breath of life	Gen 2:7|Gen 6:17
Gen	7	23	every living thing	Gen 7:21-22|Job 22:15-17|Isa 24:1-8|Matt 24:37-39|Luke 17:26-27|1 Pet 3:20|2 Pet 2:5
Gen	7	23	only Noah	Exod 14:28-30|Job 5:19|Ps 91:1,9-10|Prov 11:4|Ezek 14:14-20|Mal 3:17-18|Matt 25:46|Heb 11:7|1 Pet 3:20|2 Pet 2:5,9|2 Pet 3:6
Gen	7	24	And the waters prevailed upon the earth for 150 days.	Gen 8:3-4
Gen	8	1	God remembered	Gen 19:29|Gen 30:22|Exod 2:24|1 Sam 1:19|Neh 13:14,22,29,31|Job 14:13|Ps 106:4|Ps 132:1|Ps 136:23|Ps 137:7|Amos 8:7|Hab 3:2|Rev 16:19|Rev 18:5
Gen	8	1	livestock	Num 22:32|Ps 36:6|Jonah 4:11|Rom 8:20-22
Gen	8	1	a wind	Exod 14:21|Ps 104:7-9|Prov 25:23
Gen	8	2	springs	Gen 7:11|Prov 8:28|Jonah 2:3
Gen	8	2	the rain	Job 37:11-13|Job 38:37|Matt 8:9,26-27
Gen	8	3	150	Gen 7:11,24
Gen	8	4	the ark	Gen 7:17-19
Gen	8	4	Ararat	2 Kgs 19:37|Isa 37:38|Jer 51:27
Gen	8	5	the tenth	Gen 7:11
Gen	8	6	opened the window	Gen 6:16|Dan 6:10
Gen	8	7	a raven	Lev 11:15|1 Kgs 17:4,6|Job 38:41|Ps 147:9
Gen	8	8	a dove	Gen 8:10-12|Song 1:15|Song 2:11-12,14|Matt 10:16
Gen	8	9	found no place to rest	Deut 28:65|Ezek 7:16|Matt 11:28|John 16:33
Gen	8	9	she returned	Ps 116:7|Isa 60:8
Gen	8	10	waited	Ps 40:1|Isa 8:17|Isa 26:8|Rom 8:25
Gen	8	10	seven	Gen 8:12|Gen 7:4,10
Gen	8	11	olive leaf	Neh 8:15|Zech 4:12-14|Rom 10:15
Gen	8	12	Noah waited	Ps 27:14|Ps 130:5-6|Isa 8:17|Isa 25:9|Isa 26:8|Isa 30:18|Hab 2:3|Jas 5:7-8
Gen	8	12	seven	Gen 8:10|Gen 2:2-3
Gen	8	13	six hundred and first year	Gen 7:11
Gen	8	14	By the twenty-seventh day of the second month, the earth was fully dry.	Gen 7:11,13-14
Gen	8	16	Come out of the ark, you and your wife, along with your sons and their wives.	Gen 7:1,7,13|Josh 3:17|Josh 4:10,16-18|Ps 91:11|Ps 121:8|Dan 9:25-26|Zech 9:11|Acts 16:27-28,37-39
Gen	8	17	Bring out	Gen 7:14-15
Gen	8	17	spread out	Gen 1:22|Gen 9:1,7|Ps 107:38|Ps 144:13-14|Jer 31:27-28
Gen	8	18	So Noah came out, along with his sons and his wife and his sons’ wives.	Ps 121:8
Gen	8	20	built an altar	Gen 4:4|Gen 12:7-8|Gen 13:4|Gen 22:9|Gen 26:25|Gen 33:20|Gen 35:1,7|Exod 20:24-25|Exod 24:4-8|Rom 12:1|Heb 13:10,15-16|1 Pet 2:5,9
Gen	8	20	clean animal	Gen 7:2|Lev 11:1-47
Gen	8	20	burnt offerings	Lev 1:1-17
Gen	8	21	smelled	Lev 1:9,13,17|Lev 26:31|Song 4:10-11|Isa 65:6|Ezek 20:41|Amos 5:21-22|2 Cor 2:15|Eph 5:2|Phil 4:18
Gen	8	21	curse	Gen 3:17|Gen 4:12|Gen 5:29|Gen 6:17
Gen	8	21	inclination of his heart	Gen 6:5|Job 14:4|Job 15:14-16|Ps 51:5|Ps 58:3|Prov 20:9|Eccl 7:20|Isa 47:12|Isa 47:15|Isa 48:8|Isa 53:6|Jer 8:6|Jer 17:9|Jer 18:12|Matt 15:19|John 3:6|Rom 1:21|Rom 3:23|Rom 8:7-8|Eph 2:1-3|Jas 1:14-15|Jas 4:1-2|1 John 5:19
Gen	8	21	never again	Gen 9:11-15|Isa 54:9-10
Gen	8	21	as I have done	2 Pet 3:6-7
Gen	8	22	As long as the earth endures	Isa 54:8
Gen	8	22	seedtime	Gen 45:6|Exod 34:21|Ps 74:16-17|Song 2:11-12|Isa 54:9|Jer 5:24|Jas 5:7
Gen	8	22	day	Jer 31:35|Jer 33:20-26
Gen	9	1	blessed	Gen 9:7|Gen 1:22,28|Gen 2:3|Gen 8:17|Gen 24:60|Ps 112:1|Ps 128:3-4|Isa 51:2
Gen	9	1	Be fruitful and multiply	Gen 9:7,19|Gen 1:28|Gen 8:17|Gen 10:32
Gen	9	2	The fear and dread of you will fall on every living creature on the earth, every bird of the air, every creature that crawls on the ground, and all the fish of the sea. They are delivered into your hand.	Gen 1:28|Gen 2:19|Gen 35:5|Lev 26:6,22|Job 5:22-23|Ps 8:4-8|Ps 104:20-23|Ezek 34:25|Hos 2:18|Jas 3:7
Gen	9	3	Everything that lives and moves will be food for you	Lev 11:1-47|Lev 22:8|Deut 12:15|Deut 14:3-21|Acts 10:12-15|1 Tim 4:3-5
Gen	9	3	just as I gave you the green plants, I now give you all things	Gen 1:29-30|Ps 104:14-15|Rom 14:3,14,17,20|1 Cor 10:23,25-26,31|Col 2:16,21-22|1 Tim 4:3-4
Gen	9	4	lifeblood	Lev 3:17|Lev 7:26|Lev 17:10-14|Lev 19:26|Deut 12:16,23|Deut 14:21|Deut 15:23|1 Sam 14:34|Acts 15:20,25,29|1 Tim 4:4
Gen	9	5	any man or beast	Exod 21:12,28-29
Gen	9	5	I will demand an accounting	Gen 4:9-10|Lev 19:16|Num 35:31-33|Deut 21:1-9|Ps 9:12|Matt 23:35
Gen	9	5	fellow man	Acts 17:26
Gen	9	6	by man his blood will be shed	Exod 21:12-14|Exod 22:2-3|Lev 17:4|Lev 24:17|Num 35:25|1 Kgs 2:5-6,28-34|Matt 26:52|Rom 13:4|Rev 13:10
Gen	9	6	in His own image	Gen 1:26-27|Gen 5:1|Ps 51:4|Jas 3:9
Gen	9	7	be fruitful and multiply; spread out across the earth and multiply upon it	Gen 9:1,19|Gen 1:28|Gen 8:17
Gen	9	9	Behold, I now establish My covenant with you and your descendants after you,	Gen 9:11,17|Gen 6:18|Gen 17:7-8|Gen 22:17|Isa 54:9-10|Jer 31:35-36|Jer 33:20|Rom 1:3
Gen	9	10	and with every living creature that was with you—the birds, the livestock, and every beast of the earth—every living thing that came out of the ark.	Gen 9:15-16|Gen 8:1|Job 38:1-41|Job 41:1-34|Ps 36:5-6|Ps 145:9|Jonah 4:11
Gen	9	11	And I establish	Gen 8:21-22|Isa 54:9
Gen	9	11	Never again will all life	Gen 7:21-23|Gen 8:21-22|2 Pet 3:7,11
Gen	9	12	This is the sign of the covenant I am making between Me and you and every living creature with you, a covenant for all generations to come:	Gen 17:11|Exod 12:13|Exod 13:16|Josh 2:12|Matt 26:26-28|1 Cor 11:23-25
Gen	9	13	I have set My rainbow in the clouds, and it will be a sign of the covenant between Me and the earth.	Ezek 1:28|Rev 4:3|Rev 10:1
Gen	9	15	remember	Exod 28:12|Lev 26:42-45|Deut 7:9|1 Kgs 8:23|Neh 9:32|Ps 106:45|Jer 14:21|Ezek 16:60|Luke 1:72
Gen	9	15	the waters	Isa 54:8-10
Gen	9	16	everlasting	Gen 9:9-11|Gen 8:21-22|Gen 17:13,19|2 Sam 23:5|Ps 89:3-4|Isa 54:8-10|Isa 55:3|Jer 32:40|Heb 13:20
Gen	9	18	Shem	Gen 9:23|Gen 10:1|1 Chr 1:4
Gen	9	18	Ham	Gen 10:1,6
Gen	9	19	These	Gen 5:32
Gen	9	19	and from them	Gen 8:17|Gen 10:2-32|1 Chr 1:4-28
Gen	9	20	a man of the soil	Gen 3:18-19,23|Gen 4:2|Gen 5:29|Prov 10:11|Prov 12:11|Eccl 5:9|Isa 28:24-26
Gen	9	20	plant	Deut 20:6|Deut 28:30|Prov 24:30|Song 1:6|1 Cor 9:7
Gen	9	21	he became drunk	Gen 6:9|Gen 19:32-36|Prov 20:1|Prov 23:31-32|Eccl 7:20|Luke 22:3-4|Rom 13:13|1 Cor 10:12|Gal 5:21|Titus 2:2
Gen	9	21	uncovered himself	Hab 2:15-16|Rev 3:18
Gen	9	22	Ham	Gen 9:25|Gen 10:6,15-19|1 Chr 1:8,13-16
Gen	9	22	told	2 Sam 1:19-20|Ps 35:20-21|Ps 40:15|Ps 70:3|Prov 25:9|Prov 30:17|Obad 1:12-13|Matt 18:15|1 Cor 13:6|Gal 6:1
Gen	9	23	Then Shem and Japheth took a garment and placed it across their shoulders, and walking backward, they covered their father’s nakedness. Their faces were turned away so that they did not see their father’s nakedness.	Exod 20:12|Lev 19:32|Rom 13:7|Gal 6:1|1 Tim 5:1,17,19|1 Pet 2:17|1 Pet 4:8
Gen	9	25	Cursed	Gen 9:22|Gen 3:14|Gen 4:11|Gen 49:7|Deut 27:16|Deut 28:18|Matt 25:41|John 8:34
Gen	9	25	A servant of servants	Josh 9:23,27|Judg 1:28-30|1 Kgs 9:20-21|2 Chr 8:7-8|John 8:34
Gen	9	26	Blessed	Deut 33:26|Ps 144:15|Rom 9:5
Gen	9	26	the LORD	Gen 10:10-26|Gen 12:1-3|Luke 3:23-36
Gen	9	26	the God of Shem	Heb 11:16
Gen	9	26	servant of Shem	Gen 27:37,40
Gen	9	27	dwell in the tents of Shem	Isa 11:10|Hos 2:14|Mal 1:11|Acts 17:14|Rom 11:12|Rom 15:12|Eph 2:13-14,19|Eph 3:6,13|Heb 11:9-10
Gen	9	29	950 years	Gen 5:5,20,27,32|Gen 11:11-25|Ps 90:10
Gen	10	1	This is the	Gen 2:4|Gen 5:1|Gen 6:9|Matt 1:1
Gen	10	1	who also had sons	Gen 9:1,7,19
Gen	10	2	The sons of Japheth: Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras.	Gen 10:21|1 Chr 1:5-7|Isa 66:19|Ezek 27:7,12-14,19|Ezek 38:2,6,15|Ezek 39:1|Rev 20:8
Gen	10	4	the Kittites	Num 24:24|Isa 23:1,12|Dan 11:30
Gen	10	5	maritime peoples	Gen 10:25|Ps 72:10|Isa 24:15|Isa 40:15|Isa 41:5|Isa 42:4,10|Isa 49:1|Isa 51:5|Isa 59:18|Isa 60:9|Jer 2:10|Jer 25:22|Zeph 2:11
Gen	10	5	according to their	Gen 10:20|Gen 11:1-9
Gen	10	6	The sons of Ham	Gen 9:22|1 Chr 1:8-16|1 Chr 4:40|Ps 78:51|Ps 105:23,27|Ps 106:22
Gen	10	6	Cush	Isa 11:11
Gen	10	6	Put	Jer 46:9|Ezek 27:10
Gen	10	7	Seba	Ps 72:10
Gen	10	7	Havilah	Gen 2:11
Gen	10	7	Sheba	1 Kgs 10:1|Ezek 27:22
Gen	10	7	Dedan	Isa 21:13|Ezek 27:15
Gen	10	8	Nimrod	Mic 5:6
Gen	10	9	mighty hunter	Gen 6:4|Gen 25:27|Gen 27:30|Gen 27:30|Jer 16:16|Ezek 13:18|Mic 7:2
Gen	10	9	before the LORD	Gen 6:11|Gen 13:13
Gen	10	9	so it is said	2 Chr 28:22|Ps 52:7
Gen	10	10	His kingdom began	Jer 50:21|Mic 5:6
Gen	10	10	Babylon	Gen 11:9|Isa 39:1|Mic 4:10
Gen	10	10	Calneh	Isa 10:9|Amos 6:2
Gen	10	10	Shinar	Gen 11:2|Gen 14:1|Isa 11:11|Dan 1:2|Zech 5:11
Gen	10	11	he went forth	Mic 5:6
Gen	10	11	Assyria	Num 24:22,24|Ezra 4:2|Ps 83:8|Ezek 27:23|Ezek 32:22|Hos 14:3
Gen	10	11	Nineveh	2 Kgs 19:36|Isa 37:37|Jonah 1:2|Jonah 3:1-10|Nah 1:1|Nah 2:8|Nah 3:7|Zeph 2:13
Gen	10	13	the Ludites	1 Chr 1:11-12|Jer 46:9|Ezek 30:5
Gen	10	14	the Pathrusites	Isa 11:11|Jer 44:1
Gen	10	14	the Philistines	1 Chr 1:12|Jer 47:4
Gen	10	14	the Caphtorites	Deut 2:23|Jer 47:4|Amos 9:7
Gen	10	15	Canaan	1 Chr 1:13
Gen	10	15	Sidon	Gen 49:13|Josh 11:8|Isa 23:4
Gen	10	15	the Hittites	Gen 15:18-21|Gen 28:3-20|Exod 3:8|Exod 34:11|Num 34:2-15|Josh 12:8-24|2 Sam 11:3
Gen	10	16	the Jebusites	Judg 1:21|2 Sam 24:18|Zech 9:7
Gen	10	17	the Hivites	Gen 34:2
Gen	10	18	the Arvadites	Ezek 27:8
Gen	10	18	the Zemarites	Josh 18:22|2 Chr 13:4
Gen	10	18	the Hamathites	Num 34:8|2 Sam 8:9|2 Kgs 17:24,30|Isa 10:9|Ezek 47:16-17|Zech 9:2
Gen	10	19	the borders of Canaan	Gen 13:12-17|Gen 15:18-21|Num 34:2-15|Deut 32:8|Josh 12:7-8|Josh 14:1-15
Gen	10	19	toward	Gen 13:10
Gen	10	19	Gerar	Gen 20:1|Gen 26:1
Gen	10	19	Gaza	Judg 16:1|Jer 25:20
Gen	10	19	Sodom	Gen 13:10-13|Gen 14:2|Gen 18:20|Gen 19:24-25|Hos 11:8
Gen	10	20	These are the sons of Ham according to their clans, languages, lands, and nations.	Gen 10:6|Gen 11:1-9
Gen	10	21	the forefather	Gen 11:10-26
Gen	10	21	Eber	Num 24:24
Gen	10	22	sons	Gen 9:26|1 Chr 1:17-27
Gen	10	22	Elam	Gen 14:1-9|2 Kgs 15:19|Job 1:17|Isa 11:11|Isa 21:2|Isa 22:6|Jer 25:25|Jer 49:34-39|Acts 2:9
Gen	10	22	Lud	Isa 66:19
Gen	10	22	Aram	Num 23:7
Gen	10	23	Uz	Job 1:1|Jer 25:20
Gen	10	24	Shelah	Gen 11:12-15
Gen	10	25	Eber	Gen 10:21|1 Chr 1:19
Gen	10	25	One was named Peleg	Gen 11:16-19|Luke 3:35-36
Gen	10	25	because in his days the earth was divided	Gen 10:32|Deut 32:8|Acts 17:26
Gen	10	26	And Joktan was the father of Almodad, Sheleph, Hazarmaveth, Jerah,	1 Chr 1:20-28
Gen	10	27	Hadoram, Uzal, Diklah,	1 Chr 1:20-28
Gen	10	28	Obal, Abimael, Sheba,	Gen 25:3|1 Kgs 10:1|1 Chr 1:20-28
Gen	10	29	Ophir	1 Kgs 9:28|1 Kgs 22:48|1 Chr 8:18|1 Chr 9:10,13|Job 22:24|Job 28:16|Ps 45:9|Isa 13:12
Gen	10	29	Havilah	Gen 2:11|Gen 25:18|1 Sam 15:7
Gen	10	30	eastern hill country	Num 23:7
Gen	10	31	These are the sons of Shem, according to their clans, languages, lands, and nations.	Gen 10:5,20|Acts 17:26
Gen	10	32	All these are the	Gen 10:1,20,31|Gen 5:29-31
Gen	10	32	the nations	Gen 10:25|Gen 9:1,7,19|Acts 17:26
Gen	11	1	had one language	Isa 19:18|Zeph 3:9|Acts 2:6
Gen	11	2	eastward	Gen 13:11
Gen	11	2	Shinar	Gen 11:9|Gen 10:10|Gen 14:1|Isa 11:11|Dan 1:2|Zech 5:11
Gen	11	3	Come	Gen 11:4,7|Ps 64:5|Prov 1:11|Eccl 2:1|Isa 5:5|Isa 41:6-7|Jas 4:13|Jas 5:1
Gen	11	3	let us	Heb 3:13|Heb 10:24
